,taxon,parent,count,count_norm,avg,tax_name,tax_rank,tax_color
ubiome_bacteriacounts.310,135858,128827,9,36,NA,Catenibacterium,genus,NA
ubiome_bacteriacounts.311,551509,1485,9,36,NA,Clostridium sp. CM-C52,species,NA
ubiome_bacteriacounts.312,203692,203691,9,36,NA,Spirochaetia,class,NA
ubiome_bacteriacounts.313,203691,2,9,36,NA,Spirochaetes,phylum,NA
ubiome_bacteriacounts.314,203682,2,9,36,NA,Planctomycetes,phylum,NA
ubiome_bacteriacounts.315,1506,1485,9,36,NA,Clostridium sp.,species,NA
ubiome_bacteriacounts.316,348841,189325,8,32,NA,unclassified Clostridia (miscellaneous),no_rank,NA
ubiome_bacteriacounts.317,356,28211,8,32,NA,Rhizobiales,order,NA
ubiome_bacteriacounts.318,1386,186817,8,32,NA,Bacillus,genus,NA
ubiome_bacteriacounts.319,189325,186801,8,32,NA,unclassified Clostridia,no_rank,NA
ubiome_bacteriacounts.320,45401,356,8,32,NA,Hyphomicrobiaceae,family,NA
ubiome_bacteriacounts.321,89373,768507,8,32,NA,Cytophagaceae,family,NA
ubiome_bacteriacounts.322,216816,1678,8,32,NA,Bifidobacterium longum,species,NA
ubiome_bacteriacounts.323,768503,976,8,32,NA,Cytophagia,class,NA
ubiome_bacteriacounts.324,135614,1236,8,32,NA,Xanthomonadales,order,NA
ubiome_bacteriacounts.325,239935,239934,8,32,NA,Akkermansia muciniphila,species,NA
ubiome_bacteriacounts.326,768507,768503,8,32,NA,Cytophagales,order,NA
ubiome_bacteriacounts.327,1246476,37928,8,32,NA,Arthrobacter crystallopoietes BAB-32,no_rank,NA
ubiome_bacteriacounts.328,698776,186803,8,32,NA,Cellulosilyticum,genus,NA
ubiome_bacteriacounts.329,37928,1663,8,32,NA,Arthrobacter crystallopoietes,species,NA
ubiome_bacteriacounts.330,39488,1730,8,32,NA,Eubacterium hallii,species,NA
ubiome_bacteriacounts.331,169434,1263,8,32,NA,Ruminococcus sp. 14531,species,NA
ubiome_bacteriacounts.332,1157314,572511,7,28,NA,Blautia sp. YHC-4,species,NA
ubiome_bacteriacounts.333,1159224,39779,7,28,NA,Clostridiales bacterium CIEAF 022,species,NA
ubiome_bacteriacounts.334,57171,1716,7,28,NA,Corynebacterium mucifaciens,species,NA
ubiome_bacteriacounts.335,206350,28216,7,28,NA,Methylophilales,order,NA
ubiome_bacteriacounts.336,383630,206350,7,28,NA,unclassified Methylophilales,no_rank,NA
ubiome_bacteriacounts.337,626932,239759,7,28,NA,Alistipes indistinctus,species,NA
ubiome_bacteriacounts.338,543310,538999,7,28,NA,Clostridiales Family XI. Incertae Sedis,family,NA
ubiome_bacteriacounts.339,1233498,383630,7,28,NA,OM43 clade,no_rank,NA
ubiome_bacteriacounts.340,169435,244127,7,28,NA,Anaerotruncus colihominis,species,NA
ubiome_bacteriacounts.341,265975,186803,7,28,NA,Oribacterium,genus,NA
ubiome_bacteriacounts.342,1046,135613,7,28,NA,Chromatiaceae,family,NA
ubiome_bacteriacounts.343,135613,1236,7,28,NA,Chromatiales,order,NA
ubiome_bacteriacounts.344,539738,539002,7,28,NA,Bacillales Family XI. Incertae Sedis,no_rank,NA
ubiome_bacteriacounts.345,119852,541000,7,28,NA,Oscillospira,genus,NA
ubiome_bacteriacounts.346,539002,1385,7,28,NA,Bacillales incertae sedis,no_rank,NA
ubiome_bacteriacounts.347,246618,1678,7,28,NA,Bifidobacterium thermacidophilum,species,NA
ubiome_bacteriacounts.348,46867,1485,7,28,NA,Clostridium chauvoei,species,NA
ubiome_bacteriacounts.349,1185408,1185407,6,24,NA,Defluviitalea,no_rank,NA
ubiome_bacteriacounts.350,2701,31953,6,24,NA,Gardnerella,genus,NA
ubiome_bacteriacounts.351,414999,74201,6,24,NA,Opitutae,class,NA
ubiome_bacteriacounts.352,90964,1385,6,24,NA,Staphylococcaceae,family,NA
ubiome_bacteriacounts.353,1185407,186802,6,24,NA,Defluviitaleaceae,family,NA
ubiome_bacteriacounts.354,47678,816,6,24,NA,Bacteroides caccae,species,NA
ubiome_bacteriacounts.355,224372,135619,6,24,NA,Alcanivoracaceae,family,NA
ubiome_bacteriacounts.356,135619,1236,6,24,NA,Oceanospirillales,order,NA
ubiome_bacteriacounts.357,543313,538999,6,24,NA,Clostridiales Family XII. Incertae Sedis,family,NA
ubiome_bacteriacounts.358,324843,135095,6,24,NA,Veillonella sp. oral clone VeillD5,species,NA
ubiome_bacteriacounts.359,168934,41295,6,24,NA,Thalassospira,genus,NA
ubiome_bacteriacounts.360,84111,84107,6,24,NA,Eggerthella,genus,NA
ubiome_bacteriacounts.361,588605,186803,6,24,NA,Robinsoniella,genus,NA
ubiome_bacteriacounts.362,80864,80840,6,24,NA,Comamonadaceae,family,NA
ubiome_bacteriacounts.363,84112,84111,6,24,NA,Eggerthella lenta,species,NA
ubiome_bacteriacounts.364,545497,1485,6,24,NA,Clostridium sp. NML 04A032,species,NA
ubiome_bacteriacounts.365,32033,135614,6,24,NA,Xanthomonadaceae,family,NA
ubiome_bacteriacounts.366,135095,29465,6,24,NA,environmental samples,no_rank,NA
ubiome_bacteriacounts.367,1685,1678,5,20,NA,Bifidobacterium breve,species,NA
ubiome_bacteriacounts.368,208050,186807,5,20,NA,unclassified Peptococcaceae,no_rank,NA
ubiome_bacteriacounts.369,1379,1378,5,20,NA,Gemella haemolysans,species,NA
ubiome_bacteriacounts.370,1146433,49928,5,20,NA,bacterium NLAE-zl-P562,species,NA
ubiome_bacteriacounts.371,626945,1485,5,20,NA,Clostridium sp. YIT 12070,species,NA
ubiome_bacteriacounts.372,38304,1716,5,20,NA,Corynebacterium tuberculostearicum,species,NA
ubiome_bacteriacounts.373,906,31977,5,20,NA,Megasphaera,genus,NA
ubiome_bacteriacounts.374,1813,2070,5,20,NA,Amycolatopsis,genus,NA
ubiome_bacteriacounts.375,675948,134222,5,20,NA,Desulfovibrio sp. enrichment culture clone Jdgsrb034,species,NA
ubiome_bacteriacounts.376,457402,1730,5,20,NA,Eubacterium sp. 3_1_31,species,NA
ubiome_bacteriacounts.377,2070,85010,5,20,NA,Pseudonocardiaceae,family,NA
ubiome_bacteriacounts.378,1378,539738,5,20,NA,Gemella,genus,NA
ubiome_bacteriacounts.379,248744,186803,5,20,NA,Marvinbryantia,genus,NA
ubiome_bacteriacounts.380,206389,28216,5,20,NA,Rhodocyclales,order,NA
ubiome_bacteriacounts.381,85010,2037,5,20,NA,Pseudonocardineae,suborder,NA
ubiome_bacteriacounts.382,75787,206389,5,20,NA,Rhodocyclaceae,family,NA
ubiome_bacteriacounts.383,543314,538999,4,16,NA,Clostridiales Family XIII. Incertae Sedis,family,NA
ubiome_bacteriacounts.384,119065,80840,4,16,NA,unclassified Burkholderiales,no_rank,NA
ubiome_bacteriacounts.385,86331,543314,4,16,NA,Mogibacterium,genus,NA
ubiome_bacteriacounts.386,118969,1236,4,16,NA,Legionellales,order,NA
ubiome_bacteriacounts.387,213119,213118,4,16,NA,Desulfobacteraceae,family,NA
ubiome_bacteriacounts.388,613,543,4,16,NA,Serratia,genus,NA
ubiome_bacteriacounts.389,135615,1236,4,16,NA,Cardiobacteriales,order,NA
ubiome_bacteriacounts.390,214819,186928,4,16,NA,Lachnospiraceae bacterium 19gly4,species,NA
ubiome_bacteriacounts.391,224471,119065,4,16,NA,Burkholderiales Genera incertae sedis,no_rank,NA
ubiome_bacteriacounts.392,1279,90964,4,16,NA,Staphylococcus,genus,NA
ubiome_bacteriacounts.393,770,768,4,16,NA,Anaplasma marginale,species,NA
ubiome_bacteriacounts.394,768,942,4,16,NA,Anaplasma,genus,NA
ubiome_bacteriacounts.395,85005,2037,4,16,NA,Actinomycineae,suborder,NA
ubiome_bacteriacounts.396,234826,770,4,16,NA,Anaplasma marginale str. St. Maries,no_rank,NA
ubiome_bacteriacounts.397,2049,85005,4,16,NA,Actinomycetaceae,family,NA
ubiome_bacteriacounts.398,1654,2049,4,16,NA,Actinomyces,genus,NA
ubiome_bacteriacounts.399,47715,1578,4,16,NA,Lactobacillus rhamnosus,species,NA
ubiome_bacteriacounts.400,204455,28211,4,16,NA,Rhodobacterales,order,NA
ubiome_bacteriacounts.401,1095771,1263,4,16,NA,Ruminococcus sp. JC304,species,NA
ubiome_bacteriacounts.402,1201423,49928,4,16,NA,bacterium NLAE-zl-H12,species,NA
ubiome_bacteriacounts.403,1696,85019,3,12,NA,Brevibacterium,genus,NA
ubiome_bacteriacounts.404,702953,1716,3,12,NA,Corynebacterium sp. NML00-0156,species,NA
ubiome_bacteriacounts.405,1427376,84107,3,12,NA,Parvibacter,genus,NA
ubiome_bacteriacounts.406,135618,1236,3,12,NA,Methylococcales,order,NA
ubiome_bacteriacounts.407,78257,1678,3,12,NA,Bifidobacterium saeculare,species,NA
ubiome_bacteriacounts.408,123375,128827,3,12,NA,Solobacterium,genus,NA
ubiome_bacteriacounts.409,51352,403,3,12,NA,unclassified Methylococcaceae,no_rank,NA
ubiome_bacteriacounts.410,102148,123375,3,12,NA,Solobacterium moorei,species,NA
ubiome_bacteriacounts.411,154288,191303,3,12,NA,Turicibacter sanguinis,species,NA
ubiome_bacteriacounts.412,1232425,574697,3,12,NA,Butyricimonas sp. GD2,species,NA
ubiome_bacteriacounts.413,1234680,1301,3,12,NA,Streptococcus rubneri,species,NA
ubiome_bacteriacounts.414,403,135618,3,12,NA,Methylococcaceae,family,NA
ubiome_bacteriacounts.415,85019,85006,3,12,NA,Brevibacteriaceae,family,NA
ubiome_bacteriacounts.416,82802,186828,3,12,NA,Trichococcus,genus,NA
ubiome_bacteriacounts.417,186828,186826,3,12,NA,Carnobacteriaceae,family,NA
ubiome_bacteriacounts.418,626930,816,3,12,NA,Bacteroides fluxus,species,NA
ubiome_bacteriacounts.419,1232436,84113,3,12,NA,Coriobacteriaceae bacterium GD5,species,NA
ubiome_bacteriacounts.420,12960,75787,3,12,NA,Azoarcus,genus,NA
ubiome_bacteriacounts.421,119060,80840,3,12,NA,Burkholderiaceae,family,NA
ubiome_bacteriacounts.422,1328881,766,3,12,NA,Candidatus Midichloriaceae,family,NA
ubiome_bacteriacounts.423,84113,84107,3,12,NA,unclassified Coriobacteriaceae,no_rank,NA
ubiome_bacteriacounts.424,1189794,49928,3,12,NA,bacterium NLAE-zl-G256,species,NA
ubiome_bacteriacounts.425,641484,255204,2,8,NA,Pseudoclavibacter sp. Timone,species,NA
ubiome_bacteriacounts.426,817,816,2,8,NA,Bacteroides fragilis,species,NA
ubiome_bacteriacounts.427,272559,817,2,8,NA,Bacteroides fragilis NCTC 9343,no_rank,NA
ubiome_bacteriacounts.428,484018,310297,2,8,NA,Bacteroides plebeius DSM 17135,no_rank,NA
ubiome_bacteriacounts.429,333367,1485,2,8,NA,Clostridium asparagiforme,species,NA
ubiome_bacteriacounts.430,72273,1236,2,8,NA,Thiotrichales,order,NA
ubiome_bacteriacounts.431,135617,72273,2,8,NA,Thiotrichaceae,family,NA
ubiome_bacteriacounts.432,715221,186802,2,8,NA,Caldicoprobacteraceae,family,NA
ubiome_bacteriacounts.433,518636,333367,2,8,NA,Clostridium asparagiforme DSM 15981,no_rank,NA
ubiome_bacteriacounts.434,134245,836,2,8,NA,environmental samples,no_rank,NA
ubiome_bacteriacounts.435,693979,290053,2,8,NA,Bacteroides helcogenes P 36-108,no_rank,NA
ubiome_bacteriacounts.436,290053,816,2,8,NA,Bacteroides helcogenes,species,NA
ubiome_bacteriacounts.437,1034939,135617,2,8,NA,Candidatus Isobeggiatoa,genus,NA
ubiome_bacteriacounts.438,163563,134245,2,8,NA,Porphyromonas sp. oral clone BS045,species,NA
ubiome_bacteriacounts.439,836,171551,2,8,NA,Porphyromonas,genus,NA
ubiome_bacteriacounts.440,444,118969,2,8,NA,Legionellaceae,family,NA
ubiome_bacteriacounts.441,180495,117747,2,8,NA,unclassified Sphingobacteriia,no_rank,NA
ubiome_bacteriacounts.442,411486,1485,2,8,NA,Clostridium sp. M62/1,species,NA
ubiome_bacteriacounts.443,69965,90964,2,8,NA,Macrococcus,genus,NA
ubiome_bacteriacounts.444,157956,49928,2,8,NA,bacterium mpn-isolate group 25,species,NA
ubiome_bacteriacounts.445,51048,713,2,8,NA,Actinobacillus porcinus,species,NA
ubiome_bacteriacounts.446,255204,85023,2,8,NA,Pseudoclavibacter,genus,NA
ubiome_bacteriacounts.447,713,712,2,8,NA,Actinobacillus,genus,NA
ubiome_bacteriacounts.448,1118060,1472761,2,8,NA,Enorma massiliensis phI,no_rank,NA
ubiome_bacteriacounts.449,1472761,1472762,2,8,NA,Enorma massiliensis,species,NA
ubiome_bacteriacounts.450,1472762,84107,2,8,NA,Enorma,genus,NA
ubiome_bacteriacounts.451,85023,85006,2,8,NA,Microbacteriaceae,family,NA
ubiome_bacteriacounts.452,1562,186807,2,8,NA,Desulfotomaculum,genus,NA
ubiome_bacteriacounts.453,615,613,2,8,NA,Serratia marcescens,species,NA
ubiome_bacteriacounts.454,327817,1562,2,8,NA,Desulfotomaculum carboxydivorans,species,NA
ubiome_bacteriacounts.455,868595,327817,2,8,NA,Desulfotomaculum carboxydivorans CO-1-SRB,no_rank,NA
ubiome_bacteriacounts.456,191410,1090,2,8,NA,Chlorobia,class,NA
ubiome_bacteriacounts.457,1090,68336,2,8,NA,Chlorobi,phylum,NA
ubiome_bacteriacounts.458,213116,213115,2,8,NA,Desulfomicrobiaceae,family,NA
ubiome_bacteriacounts.459,762211,1678,2,8,NA,Bifidobacterium stellenboschense,species,NA
ubiome_bacteriacounts.460,1257,186804,2,8,NA,Peptostreptococcus,genus,NA
ubiome_bacteriacounts.461,43994,186803,2,8,NA,Johnsonella,genus,NA
ubiome_bacteriacounts.462,1434004,31979,2,8,NA,Fonticella,genus,NA
ubiome_bacteriacounts.463,66692,79880,2,8,NA,Bacillus clausii KSM-K16,no_rank,NA
ubiome_bacteriacounts.464,416916,712,2,8,NA,Aggregatibacter,genus,NA
ubiome_bacteriacounts.465,328814,239759,2,8,NA,Alistipes shahii,species,NA
ubiome_bacteriacounts.466,118968,118969,2,8,NA,Coxiellaceae,family,NA
ubiome_bacteriacounts.467,1117,2,2,8,NA,Cyanobacteria,phylum,NA
ubiome_bacteriacounts.468,28116,816,2,8,NA,Bacteroides ovatus,species,NA
ubiome_bacteriacounts.469,143786,136,2,8,NA,Brachyspiraceae,family,NA
ubiome_bacteriacounts.470,32207,1268,2,8,NA,Rothia,genus,NA
ubiome_bacteriacounts.471,29521,143786,2,8,NA,Brachyspira,genus,NA
ubiome_bacteriacounts.472,1203227,29521,2,8,NA,Brachyspira sp. NSH-25,species,NA
ubiome_bacteriacounts.473,38289,1716,2,8,NA,Corynebacterium jeikeium,species,NA
ubiome_bacteriacounts.474,541019,186802,2,8,NA,Gracilibacteraceae,family,NA
ubiome_bacteriacounts.475,79880,1386,2,8,NA,Bacillus clausii,species,NA
ubiome_bacteriacounts.476,1048429,286,2,8,NA,Pseudomonas sp. CB113,species,NA
ubiome_bacteriacounts.477,286,135621,2,8,NA,Pseudomonas,genus,NA
ubiome_bacteriacounts.478,43995,43994,2,8,NA,Johnsonella ignava,species,NA
ubiome_bacteriacounts.479,468,72274,2,8,NA,Moraxellaceae,family,NA
ubiome_bacteriacounts.480,679200,43995,2,8,NA,Johnsonella ignava ATCC 51276,no_rank,NA
ubiome_bacteriacounts.481,1860,85030,2,8,NA,Geodermatophilus,genus,NA
ubiome_bacteriacounts.482,85030,85013,2,8,NA,Geodermatophilaceae,family,NA
ubiome_bacteriacounts.483,85013,2037,2,8,NA,Frankineae,suborder,NA
ubiome_bacteriacounts.484,742740,1512,2,8,NA,Clostridium symbiosum WAL-14163,no_rank,NA
ubiome_bacteriacounts.485,1512,1485,2,8,NA,Clostridium symbiosum,species,NA
ubiome_bacteriacounts.486,50559,186802,2,8,NA,environmental samples,no_rank,NA
ubiome_bacteriacounts.487,249188,724,2,8,NA,Haemophilus pittmaniae,species,NA
ubiome_bacteriacounts.488,189710,50559,2,8,NA,Clostridiales bacterium oral clone MCE3_9,species,NA
ubiome_bacteriacounts.489,309120,39948,2,8,NA,Dialister micraerophilus,species,NA
ubiome_bacteriacounts.490,888062,309120,2,8,NA,Dialister micraerophilus DSM 19965,no_rank,NA
ubiome_bacteriacounts.491,213481,28221,2,8,NA,Bdellovibrionales,order,NA
ubiome_bacteriacounts.492,189971,31979,2,8,NA,unclassified Clostridiaceae,no_rank,NA
ubiome_bacteriacounts.493,42214,31977,2,8,NA,unclassified Veillonellaceae,no_rank,NA
ubiome_bacteriacounts.494,200644,117743,2,8,NA,Flavobacteriales,order,NA
ubiome_bacteriacounts.495,117743,976,2,8,NA,Flavobacteriia,class,NA
ubiome_bacteriacounts.496,65842,131550,2,8,NA,Fibrobacteres,phylum,NA
ubiome_bacteriacounts.497,204430,65842,2,8,NA,Fibrobacteria,class,NA
ubiome_bacteriacounts.498,453227,28221,2,8,NA,Desulfarculales,order,NA
ubiome_bacteriacounts.499,39482,1730,2,8,NA,Eubacterium contortum,species,NA
ubiome_bacteriacounts.500,84992,1760,2,8,NA,Acidimicrobidae,subclass,NA
ubiome_bacteriacounts.501,1660,1654,2,8,NA,Actinomyces odontolyticus,species,NA
ubiome_bacteriacounts.502,129591,1654,2,8,NA,environmental samples,no_rank,NA
ubiome_bacteriacounts.503,1686,1678,2,8,NA,Bifidobacterium catenulatum,species,NA
ubiome_bacteriacounts.504,537373,189971,2,8,NA,Clostridiaceae bacterium DJF_VR07,species,NA
ubiome_bacteriacounts.505,163584,129591,2,8,NA,Actinomyces sp. oral clone CT047,species,NA
ubiome_bacteriacounts.506,997886,28116,2,8,NA,Bacteroides ovatus CL03T12C18,no_rank,NA
ubiome_bacteriacounts.507,49546,200644,2,8,NA,Flavobacteriaceae,family,NA
ubiome_bacteriacounts.508,104264,49546,2,8,NA,Cellulophaga,genus,NA
ubiome_bacteriacounts.509,979,104264,2,8,NA,Cellulophaga lytica,species,NA
ubiome_bacteriacounts.510,1151741,42214,2,8,NA,Veillonellaceae bacterium canine oral taxon 211,species,NA
ubiome_bacteriacounts.511,2375,31977,2,8,NA,Sporomusa,genus,NA
ubiome_bacteriacounts.512,543372,68295,2,8,NA,Thermoanaerobacterales Family IV. Incertae Sedis,family,NA
ubiome_bacteriacounts.513,475963,475962,2,8,NA,Caldilineales,order,NA
ubiome_bacteriacounts.514,475962,200795,2,8,NA,Caldilineae,class,NA
ubiome_bacteriacounts.515,32003,28216,2,8,NA,Nitrosomonadales,order,NA
ubiome_bacteriacounts.516,213312,963,2,8,NA,Herbaspirillum lusitanum,species,NA
ubiome_bacteriacounts.517,1161913,213312,2,8,NA,Herbaspirillum lusitanum P6-12,no_rank,NA
ubiome_bacteriacounts.518,29347,1485,2,8,NA,Clostridium scindens,species,NA
ubiome_bacteriacounts.519,1232426,102106,2,8,NA,Collinsella sp. GD3,species,NA
ubiome_bacteriacounts.520,349741,239935,2,8,NA,Akkermansia muciniphila ATCC BAA-835,no_rank,NA
ubiome_bacteriacounts.521,1002117,1578,2,8,NA,Lactobacillus sp. MNFS-3,species,NA
ubiome_bacteriacounts.522,867900,979,2,8,NA,Cellulophaga lytica DSM 7489,no_rank,NA
ubiome_bacteriacounts.523,341694,1257,2,8,NA,Peptostreptococcus stomatis,species,NA
